レア度,フォト名,属性,入手,実装日,ページURL,イラストレーター名,変化前アイコンURL,変化後アイコンURL,とくせい(変化前),とくせい(変化後),Lv.1たいりょく,Lv.1こうげき,Lv.1まもり,変化前たいりょく,変化前こうげき,変化前まもり,変化後たいりょく,変化後こうげき,変化後まもり,,EOH
3,サービスです♡,足跡,限定~~イベ報酬,2024/03/15,https://seesaawiki.jp/kemono_friends3_5ch/d/%A5%B5%A1%BC%A5%D3%A5%B9%A4%C7%A4%B9%26%239825%3B,,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/ChgYTI9Neo.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/R4g8WhrUTU.png,自身の与ダメージが5%増加し~~アクテイブ(黄緑)属性の味方の被ダメージが2%減少する,自身の与ダメージが5%増加し~~アクテイブ(黄緑)、&color(red){ファニー(赤)}属性の味方の~~被ダメージが2%減少する,171,273,129,397,633,299,513,819,387,,
4,とくべつステージだよ！,足跡,限定,2024/03/15,,,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/JvlEhegjz2.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/9lSXCkoYjc.png,味方全体の与ダメージが3%増加し~~攻撃命中率が3%増加する,味方全体の与ダメージが&color(red){4%}増加し~~攻撃命中率が&color(red){4%}増加する,339,251,303,820,607,733,1017,753,909,,
4,最強のトリは…！？,青,限定,2024/03/22,,よしだひでゆき,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/tLHHYoRR8B.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/Yh7HUodYQp.png,自身の残っているたいりよく20%につき~~自身の与ダメージが1%増加する,自身の残っているたいりよく20%につき~~自身の与ダメージが&color(red){2%}増加する,4,413,234,9,999,566,12,1239,702,,
3,サラダパーティー！,足跡,限定~~イベ報酬,2024/04/04,,-,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/pBB39wWgQr.jpg,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/SByI3TJVv7.jpg,自身の被ダメージが3％減少し~~味方全体の被ダメージが3％減少する,自身の被ダメージが3％減少し~~味方全体の被ダメージが&color(red){5％}減少する,415,95,271,963,220,629,1245,285,813,,
4,すながくれのヒーロー,青,限定,2024/04/04,,-,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/xYOzQKEK7l.jpg,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/nsavQdzhTk.jpg,自身のたいりょくが80％以上のとき~~自身の与ダメージが8％増加し~~被ダメージが8％減少する,自身のたいりょくが&color(red){50％}以上のとき~~自身の与ダメージが8％増加し~~被ダメージが8％減少する,,356,324,,861,784,,1068,972,,
4,たまには、ね,足跡,限定,2024/04/11,,-,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/YpOtTIRacq.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/z0fLpQ8x8U.png,自身を除く味方全体の与ダメージが5%増加し~~状態異常の相手に与えるダメージが5%増加する,自身を除く味方全体の与ダメージが&color(red){6%}増加し~~状態異常の相手に与えるダメージが&color(red){6%}増加する,240,309,267,580,747,646,720,927,801,,
4,花を追いかける,足跡,限定~~課金パック,2024/04/30,,さかなへん,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/IYQ9tupKhl.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/y93zs_tLIE.png,自身の与ダメージが10%増加する,自身の与ダメージが10%増加し~~&color(red){毎ターン自身のたいりょくが7%回復する},14,530,49,33,1282,118,42,1590,147,,
4,いっしょにあそぼう,足跡,限定~~課金パック,2024/05/01,,吉崎観音,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/2D3wA5kUi0.jpg,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/MAP0JntchO.jpg,自身の被ダメージが7％減少し~~毎ターン自身のたいりょくが3％回復する,&color(red){味方全体}の被ダメージが7％減少し~~毎ターン&color(red){味方全体}のたいりょくが3％回復する,283,283,283,684,684,684,849,849,849,,
4,おかしこうかんこ！,足跡,限定,2024/05/01,,ｰ,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/tACOsx0HRI.jpg,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/LLsmWiXr6G.jpg,自身の与ダメージが8％増加し~~自身を除く味方全体の被ダメージが6％減少する,自身の与ダメージが&color(red){9％}増加し~~自身を除く味方全体の被ダメージが&color(red){7％}減少する,212,298,299,513,721,723,636,894,897,,
3,黄金にかがやくのは,青,限定~~イベ報酬,2024/05/01,,-,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/I2h7DL_kIb.jpg,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/tVQBJ9J9eP.jpg,ギブアップしていない味方が3人以上のとき~~自身の与ダメージが6％増加する,ギブアップしていない味方が3人以上のとき~~自身の与ダメージが&color(red){8％}増加する,103,333,73,239,773,169,309,999,219,,
4,鉄壁の突撃,青,限定,2024/05/09,,-,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/BRUsDW6Gxb.jpg,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/3MgmyNBH_B.jpg,自身の減少しているたいりょく20％につき~~自身の与ダメージが3％増加する,自身の減少しているたいりょく20％につき~~自身の与ダメージが&color(red){4％}増加する,320,183,418,774,442,1011,960,549,1254,,
4,しろいこみ～っけた！,足跡,限定,2024/05/30,,-,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/D72ARHG3ty.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/zSD6O4wjlC.png,自身の与ダメージが7%増加する~~さらに攻撃命中率が5%増加し、かいひが5%増加する,自身の与ダメージが&color(red){9%}増加する~~さらに攻撃命中率が5%増加し、かいひが5%増加する,109,379,230,263,917,556,327,1137,690,,
3,森の声,青,限定~~イベ報酬,2024/05/30,,-,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/wSGqxd5kxS.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/XK23MCfMxE.png,バトル開始時、自身のMPが8増加し~~被ダメージが5%減少する,バトル開始時、自身のMPが8増加し~~被ダメージが&color(red){7%}減少する,328,93,321,761,215,745,984,279,963,,
4,譲れない一歩,足跡,限定,2024/06/06,,-,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/II98QRUi6c.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/1yUEnMIpKG.png,自身の与ダメージが7%増加する~~さらに地形がみずべの場合~~マイペース(水)、ファニー(赤)属性の味方の~~与ダメージが5%増加する,自身の与ダメージが&color(red){8%}増加する~~さらに地形がみずべの場合~~マイペース(水)、ファニー(赤)属性の味方の~~与ダメージが&color(red){6%}増加する,323,453,1,781,1096,2,969,1359,3,,
4,渾身の一発,青,限定,2024/06/14,,-,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/fJM5ZDQR8k.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/s44XH5W2QH.png,自身の減少しているたいりよく20%につき~~与ダメージが5%増加し、被ダメージが5%減少する,自身の減少しているたいりよく20%につき~~与ダメージが&color(red){6%}増加し、被ダメージが&color(red){6%}減少する,824,221,88,1994,534,212,2472,663,264,,
4,てるてるのおまじない,足跡,限定~~課金パック,2024/06/20,,只野まぐ,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/b1uIfnXFkT.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/ynAIAP4pF4.png,自身の与ダメージが10%増加する,自身の与ダメージが10%増加し~~&color(red){くたくた、ひやひや、ズキンズキン、からげんき状態にならない},100,505,40,242,1222,96,300,1515,120,,
4,かっこよく？がおー！,足跡,限定,2024/06/27,,-,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/MmjCqCbgYk.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/qeuD75FUi_.png,自身が狙われやすくなり~~自身を除く味方全体の与ダメージが4%増加する,自身が狙われやすくなり~~自身を除く味方全体の与ダメージが&color(red){6%}増加する,350,300,221,847,726,534,1050,900,663,,
3,ぱお～んすぷらっしゅ！,足跡,限定~~イベ報酬,2024/06/27,,-,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/BdRz8JmhOI.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/2DQOT0EyC5.png,自身の被ダメージが3%減少し~~毎ターンたいりょくが3%回復する,自身の被ダメージが&color(red){5%}減少し~~毎ターンたいりょくが&color(red){5%}回復する,380,100,280,882,232,650,1140,300,840,,
4,どこにいますかね？,青,限定,2024/07/04,,-,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/DGOySGRlen.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/ICCfttkIq1.png,自身のたいりょくが50%以上のとき、被ダメージが6%減少する~~さらに自身のたいりょくが40%以下のとき~~自身が狙われづらくなり、毎ターンMPが3増加する,自身のたいりょくが50%以上のとき、被ダメージが&color(red){8}%減少する~~さらに自身のたいりょくが40%以下のとき~~自身が狙われづらくなり、毎ターンMPが&color(red){4}増加する,337,263,285,815,636,689,1011,789,855,,
3,大きなあなたと,青,配布,2024/07/19,,夕子,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/qG1pXbFhRM.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/uwbysLSAel.png,ギブアップ中ではない味方が3人以上の場合~~味方全体の被ダメージが3%減少する,ギブアップ中ではない味方が3人以上の場合~~味方全体の被ダメージが3%減少し~~&color(red){与ダメージが3%増加する},150,162,184,348,376,427,450,486,552,,
4,ひんやりクリーミー,足跡,限定~~課金パック,2024/07/25,,-,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/DhHqYoR408.jpg,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/U3PMHJF8jC.jpg,自身の被ダメージが8%減少する,自身の被ダメージが8%減少し~~&color(red){毎ターン味方全体のたいりょくが5%回復する~~さらに毎ターン自身のMPが4増加する},694,141,281,1679,341,680,2082,423,843,,
4,ここからが本番！,青,限定,2024/08/01,,-,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/VBncHoEcZJ.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/pDIjiPEWga.png,ギブアップ中ではない相手が3人以上のとき~~自身の与ダメージが5%増加する~~さらにギブアップ中ではない味方が2人以上のとき~~自身の与ダメージが5%増加する,ギブアップ中ではない相手が3人以上のとき~~自身の与ダメージが&color(red){7%}増加する~~さらにギブアップ中ではない味方が2人以上のとき~~自身の与ダメージが&color(red){7%}増加する,250,347,203,605,839,491,750,1040,609,,
3,あつくて、ちょっぴりすずしい,青,限定~~イベ報酬,2024/08/01,,-,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/7DszhDUFzv.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/Q7hmT314_R.png,自身のたいりょくが50%以上のとき~~自身の与ダメージが3%増加し~~自身のたいりょくが50%以下のとき~~毎ターン自身のたいりょくが3%回復する,自身のたいりょくが50%以上のとき~~自身の与ダメージが&color(red){5%}増加し~~自身のたいりょくが50%以下のとき~~毎ターン自身のたいりょくが&color(red){5%}回復する,241,210,187,559,487,434,723,630,561,,
4,あまくてサクサク♪,足跡,限定,2024/08/08,,-,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/4VFa7V_Gz6.jpg,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/Z6mHzglfQE.jpg,自身の与ダメージが5%増加し~~からげんき耐性(中)が増加する,自身の与ダメージが&color(red){8%}増加し~~からげんき耐性&color(red){(高)}が増加する,900,150,155,2178,363,375,2700,450,465,,
4,夏のたわむれ,足跡,限定~~課金パック,2024/08/22,,よしだひでゆき,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/GwZnBq2Cqy.jpg,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/DZBbjoDrBx.jpg,味方全体の与ダメージが5%増加する,味方全体の与ダメージが5%増加する~~&color(red){さらに自身の与ダメージが6%増加し}~~&color(red){被ダメージが5%減少する},240,300,280,580,726,677,720,900,840,,
3,平和の歌,足跡,限定~~イベ報酬,2024/08/29,,-,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/CYh3cqgJqB.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/ZHyDdMciDI.png,自身を除く味方全体の被ダメージが2%減少し~~毎ターンたいりょくが2%回復する,自身を除く味方全体の被ダメージが&color(red){4%}減少し~~毎ターンたいりょくが&color(red){4%}回復する,264,160,251,613,371,582,792,480,753,,
4,蔓延る闇にご用心,足跡,限定,2024/08/29,,-,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/oOZ_WplytA.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/LbyusTkm2J.png,自身の与ダメージと攻撃命中率が5%増加する~~さらに自身のたいりょくが50%以上のとき~~自身を除く味方全体の被ダメージが4%減少する,自身の与ダメージと攻撃命中率が&color(red){7%}増加する~~さらに自身のたいりょくが50%以上のとき~~自身を除く味方全体の被ダメージが&color(red){5%}減少する,280,330,213,677,798,515,840,990,639,,
3,つるつるすいすい,足跡,限定~~イベ報酬,2024/09/12,,-,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/zs3Org2kNe.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/_LCZmrLUGD.png,自身が狙われやすくなり~~毎ターン自身を除く味方全体のたいりょくが2%回復する,自身が狙われやすくなり~~毎ターン自身を除く味方全体のたいりょくが&color(red){4%}回復する,400,185,140,928,429,325,1200,555,420,,
4,お待たせいたしました！,足跡,限定,2024/09/12,,-,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/I5EdQLp9CL.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/6xU32IN07s.png,自身が狙われやすくなり~~自身のたいりょくが40%以下のとき~~自身の被ダメージが6%減少する,自身が狙われやすくなり~~自身のたいりょくが40%以下のとき~~自身の被ダメージが&color(red){8%}減少する,374,240,300,905,580,726,1122,720,900,,
4,ミライあるけものみち,足跡,限定~~課金パック,2024/09/19,,すなやますなこ,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/rS75mO4nEW.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/Bm3Tn2fJK4.png,自身の与ダメージが7%増加する,自身の与ダメージが7%増加し~~&color(red){追加で「Beat!!!」「Try!!」の与ダメージが8%増加する}~~&color(red){さらに毎ターン味方全体のたいりょくが5%回復する},390,300,200,943,726,484,1170,900,600,,
4,期待にこたえるために！,足跡,限定,2024/09/19,,かずえ,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/7uFmAikscW.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/wzh1tP_CoC.png,自身の与ダメージが6%増加し~~さらに自身のたいりょくが50%以上のとき~~毎ターン自身のたいりょくが3%回復する,自身の与ダメージが&color(red){8%}増加し~~さらに自身のたいりょくが50%以上のとき~~毎ターン自身のたいりょくが&color(red){5%}回復する,296,294,259,716,711,626,888,882,777,,
3,フレンズ・メモリアル,青,限定~~イベ報酬,2024/09/19,,-,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/nDBBOB1Via.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/ZZY6GAgMXe.png,自身のたいりょくが50%以上のとき~~自身の与ダメージが3%増加する,自身のたいりょくが50%以上のとき~~自身の与ダメージが&color(red){5%}増加する,350,154,215,812,357,499,1050,462,645,,
3,はっぴーらいふ、しよ♪,青,限定~~イベ報酬,2024/10/03,,-,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/5T4q56qTaX.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/lJ0PDZwGUr.png,自身のたいりょくが50%以下のとき~~自身の与ダメージが5%増加し~~攻撃命中率が3%増加する,自身のたいりょくが50%以下のとき~~自身の与ダメージが&color(red){6%}増加し~~攻撃命中率が&color(red){4%}増加する,246,200,200,571,464,464,738,600,600,,
4,ちょいっと♪福よおいでませ！,足跡,限定,2024/10/03,,-,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/wWhHcj34l0.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/vXDGUBCwBq.png,自身の攻撃命中率が6%増加し~~状態異常の相手に与えるダメージが6%増加する,自身の攻撃命中率が&color(red){9%}増加し~~状態異常の相手に与えるダメージが&color(red){9%}増加する,340,306,217,822,740,525,1020,918,651,,
4,優雅に舞って,青,限定,2024/10/10,,-,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/QF9vJl5fps.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/IGxYTZ3hgy.png,自身のたいりょくが90%以上のとき~~自身のかいひが5%増加し~~ラブリー(桃)属性の相手に与えるダメージが6%増加する,自身のたいりょくが&color(red){70%以上}のとき~~自身のかいひが&color(red){6%}増加し~~ラブリー(桃)属性の相手に与えるダメージが&color(red){9%}増加する,331,281,260,801,680,629,993,843,780,,
3,ぼくのにんじゅつ！,青,限定~~イベ報酬,2024/10/18,,-,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/mCmLThIzAD.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/1wotZDLgMM.png,自身のたいりょくが50%以下のとき~~自身の与ダメージが2%増加し~~かいひが2%増加する,自身のたいりょくが50%以下のとき~~自身の与ダメージが&color(red){3%}増加し~~かいひが&color(red){3%}増加する,300,297,22,696,689,51,900,891,66,,
4,よくばりたいおいしさ,足跡,限定,2024/10/18,,-,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/iYoRZ4tREX.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/d8VsiLXVUQ.png,自身の与ダメージが7%増加する~~さらに自身のたいりょくが50%以下のとき~~マイペース(水)属性の相手のからげんき耐性(低)を減少させる,自身の与ダメージが&color(red){10%}増加する~~さらに自身のたいりょくが50%以下のとき~~マイペース(水)属性の相手のからげんき耐性(低)を減少させる,400,264,250,968,638,605,1200,792,750,,
3,あたたかなうみのいろ,青,限定~~イベ報酬,2024/10/31,,-,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/Fn5rIkO0yK.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/zWWZHKyvTb.png,自身のたいりょくが50%以上のとき~~自身のひやひや耐性(低)が増加し~~攻撃命中率が2%増加する,自身のたいりょくが50%以上のとき~~自身のひやひや耐性(低)が増加し~~攻撃命中率が&color(red){4%}増加する,329,175,194,763,406,450,987,525,582,,
4,ひといきたいむ,足跡,限定,2024/10/31,,-,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/Wug2vkOoP6.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/2K_K7ytcg9.png,自身の与ダメージが5%増加し~~攻撃命中率が5%増加する,自身の与ダメージが&color(red){6%}増加し~~攻撃命中率が&color(red){6%}増加する~~&color(red){さらに毎ターンプラズムチャージの効果が1回追加される},312,340,180,755,822,435,936,1020,540,,
4,ちからもちですから♪,足跡,限定,2024/11/07,,-,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/hH2v5PUVVu.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/zxt6ppJzfA.png,自身の与ダメージが6%増加する~~さらにフレンズ戦の場合、自身の与ダメージが2%増加する,自身の与ダメージが&color(red){7%}増加する~~さらにフレンズ戦の場合、自身の与ダメージが&color(red){3%}増加する,350,333,170,847,805,411,1050,999,510,,
4,ぽかぽかゆめ気分,足跡,限定~~課金パック,2024/11/14,,よしだひでゆき,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/69DeC7zMzU.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/8fbec8cf623106a9.png,自身の与ダメージが7%増加する,自身の与ダメージが7%増加し~~&color(red){追加で「Action!」の与ダメージが10%増加する}~~&color(red){さらに味方全体の攻撃命中率が6%増加する},,,,653,750,605,810,930,750,,
4,とってもきれいですねっ♪,足跡,限定,2024/11/28,,-,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/x7U0lsF9sF.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/do5_lFn49X.png,自身を除く味方全体の与ダメージが4%増加し~~自身の被ダメージが4%減少する,自身を除く味方全体の与ダメージが&color(red){6%}増加し~~自身の被ダメージが&color(red){6%}減少する,317,247,321,767,597,776,951,741,963,,
3,私にくれるのぉ？,足跡,限定~~イベ報酬,2024/11/28,,-,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/jn3xJvdUPu.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/pO_2Rs1pTT.png,自身の被ダメージが2%減少し~~かいひが2%増加する,自身の被ダメージが&color(red){3%}減少し~~かいひが&color(red){3%}増加する,151,213,231,350,494,536,453,639,693,,
4,自然のお宝を求めて,青,限定,2024/12/05,,さかなへん,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/eiYXPTgocq.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/UIqVSR1CS6.png,自身のたいりょくが50%以下のとき~~相手全体の被ダメージを5%増加させる,自身のたいりょくが&color(red){70%}以下のとき~~相手全体の被ダメージを&color(red){7%}増加させる,303,303,243,733,733,588,909,909,729,,
4,こだわりの新しいおうち,足跡,限定,2024/12/19,,-,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/skmQaF4Yik.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/bRowf48bJ3.png,自身の与ダメージが6%増加する~~さらに自身のたいりょくが40%以下のとき~~自身の被ダメージが6%減少する,自身の与ダメージが&color(red){8%}増加する~~さらに自身のたいりょくが&color(red){50%}以下のとき~~自身の被ダメージが&color(red){9%}減少する,140,280,364,338,677,880,420,840,1092,,
4,きらきらのパレード,足跡,限定~~課金パック,2024/12/24,,只野まぐ,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/lx0UWRKXL3.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/16IiOL26oT.png,自身の与ダメージが7%増加する,&color(red){味方全体の}与ダメージが7%増加する~~&color(red){さらに強敵出現waveの場合~~自身の与ダメージが7%増加し~~毎ターンたいりょくが4%回復する},100,408,189,242,987,457,300,1224,567,,
4,のび～るおもち,青,限定,2024/12/26,,-,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/OTjIGA_Pay.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/_vFkii_P1A.png,自身のたいりょくが100%のとき~~自身の与ダメージが8%増加する,自身のたいりょくが100%のとき~~自身の与ダメージが&color(red){9%}増加し~~&color(red){被ダメージが9%減少する},500,297,147,1210,718,355,1500,891,440,,
3,ほわほわるーてぃん,足跡,限定~~イベ報酬,2024/12/26,,-,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/7lOOwh0CJ8.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/vpmnsX3L5h.png,自身の与ダメージが2%増加する,自身の与ダメージが&color(red){3%}増加する~~&color(red){さらに自身のどく状態の相手に与えるダメージが3%増加する},300,135,270,696,313,626,900,405,810,,
3,花咲け笑顔,青,限定~~イベ報酬,2025/01/01,,-,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/a9mR5XylAB.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/ITAn7m2PXt.png,自身のたいりょくが50%以上のとき~~自身の被ダメージが2%減少する,自身のたいりょくが&color(red){30%}以上のとき~~自身の被ダメージが&color(red){4%}減少する,264,196,194,613,455,450,792,588,582,,
4,裁きのとき,青,限定,2025/01/10,,-,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/Ppd3yN3EUO.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/U4N2MaYb1B.png,自身の残っているたいりょく25%につき~~自身の与ダメージが1%増加し~~攻撃命中率が1%増加する,自身の残っているたいりょく25%につき~~自身の与ダメージが&color(red){2%}増加し~~攻撃命中率が&color(red){2%}増加する,171,370,210,413,895,508,513,1110,630,,
3,大切にして,足跡,配布,2025/01/23,,タケチケイスケ,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/85efzqYWdT.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/zFd0nL3DMv.png,自身の与ダメージが2%増加する,自身の与ダメージが&color(red){4%}増加する~~&color(red){さらに自身のたいりょくが50%以上のとき~~追加で与ダメージが4%増加する},400,22,264,928,51,613,1200,66,792,,
4,あせあせしないおひる,足跡,限定,2025/01/30,,かずえ,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/ntI6c9Z97Y.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/hJfTYapCbm.png,自身の被ダメージが4%減少し~~自身を除く味方全体の与ダメージと攻撃命中率が2%増加する,自身の被ダメージが&color(red){6%}減少し~~自身を除く味方全体の与ダメージと攻撃命中率が&color(red){3%}増加する,267,237,363,646,573,878,801,711,1089,,
3,風を切り裂くように,足跡,限定~~イベ報酬,2025/01/30,,-,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/AQY0ByGhLM.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/TMAE_4mUca.png,自身の与ダメージとかいひが3%増加する,自身の与ダメージとかいひが3%増加し~~&color(red){ファニー(赤)属性の味方の与ダメージが2%増加する},261,234,140,606,543,325,783,702,420,,
4,あま～いゆめのなか,青,限定,2025/02/06,,-,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/EMPvLag2XH.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/uxRpgG3ia_.png,自身のたいりょくが50%以上のとき~~自身の被ダメージが5%減少し~~毎ターンMPが2増加する,自身のたいりょくが&color(red){30%}以上のとき~~自身の被ダメージが&color(red){8%}減少し~~毎ターンMPが2増加する,370,200,363,895,484,878,1110,600,1089,,
4,あまいサプライズ,青,限定~~課金パック,2025/02/14,,すなやますなこ,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/WE1j1qjFJK.png,,&color(#0075c8){自身のたいりょくが30%以下のとき}~~自身の被ダメージが8%減少する,自身の被ダメージが&color(red){10%}減少し~~&color(red){自身のたいりょくが30%以下のとき~~自身のたいりょくが20%回復する(発動回数：1回)~~さらに自身のたいりょくが10%以下のとき~~自身の被ダメージが追加で10%減少する},540,13,560,1306,31,1355,1620,39,1680,,
4,あかりの灯る夜の森,青,限定,2025/02/27,,-,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/cwfjp2K8jA.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/hjWraHNdKG.png,ステージの時間が夜の場合~~自身の与ダメージが6%増加し~~攻撃命中率が6%増加する,&color(red){自身のかいひが5%増加する}~~ステージの時間が夜の場合~~自身の与ダメージが&color(red){7%}増加し~~攻撃命中率が&color(red){7%}増加する,438,234,275,1060,566,665,1314,702,825,,
4,えがおまんてん！,青,限定,2025/03/13,,pen助,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/Ipdz9GodoT.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/_vy1gmygAE.png,自身がギブアップ状態でないとき~~自身を除く味方全体の与ダメージが4%増加する~~さらにギブアップ中ではない味方が3人以上の場合~~自身の被ダメージが4%減少する,自身がギブアップ状態でないとき~~自身を除く味方全体の与ダメージが&color(red){6%}増加する~~さらにギブアップ中ではない味方が3人以上の場合~~自身の被ダメージが&color(red){6%}減少する,304,281,273,735,680,660,912,843,819,,
