ID,フレンズ名,属性違い二つ名,HC,ページURL,属性,サブ属性,実装日,実装種別,実装種別詳細,一覧順,アイコンURL,初期けも級,野生大解放,12ポケ,特別衣装数,CV,かいひ,かいひ野生5,ぷらずむ,Beatフラッグ,Actionフラッグ,Tryフラッグ,Beat補正,Action補正,Try補正,Beat補正野生5,Action補正野生5,Try補正野生5,Lv最大けもステ,Lv最大たいりょく,Lv最大こうげき,Lv最大まもり,Lv90けもステ,Lv90たいりょく,Lv90こうげき,Lv90まもり,Lv99けもステ,Lv99たいりょく,Lv99こうげき,Lv99まもり,Lv90野生5けもステ,Lv90野生5たいりょく,Lv90野生5こうげき,Lv90野生5まもり,Lv99野生5けもステ,Lv99野生5たいりょく,Lv99野生5こうげき,Lv99野生5まもり,☆1Lv1たいりょく,☆1Lv1こうげき,☆1Lv1まもり,☆1Lv90たいりょく,☆1Lv90こうげき,☆1Lv90まもり,☆1Lv99たいりょく,☆1Lv99こうげき,☆1Lv99まもり,☆1野生解放1たいりょく,☆1野生解放1こうげき,☆1野生解放1まもり,☆1野生解放2たいりょく,☆1野生解放2こうげき,☆1野生解放2まもり,☆1野生解放3たいりょく,☆1野生解放3こうげき,☆1野生解放3まもり,☆1野生解放4たいりょく,☆1野生解放4こうげき,☆1野生解放4まもり,☆1野生解放5たいりょく,☆1野生解放5こうげき,☆1野生解放5まもり,☆1野生解放1-4合計たいりょく,☆1野生解放1-4合計こうげき,☆1野生解放1-4合計まもり,☆1野生解放1-5合計たいりょく,☆1野生解放1-5合計こうげき,☆1野生解放1-5合計まもり,Lv100+上昇パターン,けものミラクル技名,けものミラクル効果Lv1,けものミラクル効果Lv5,けものミラクル必要MP,けものミラクル＋,とくいわざ技名,とくいわざ効果,たいきスキル技名,たいきスキル効果,たいきスキル発動率,たいきスキル発動回数,とくせい技名,とくせい効果,キセキとくせい技名,キセキとくせい効果,なないろとくせい技名,なないろとくせい効果,自己紹介テキスト,ずかんテキスト,動物フォト属性,動物フォトとくせい効果変化前,動物フォトとくせい効果変化後
【ジっとできない湿地のハンター】ハシビロコウ,ハシビロコウ,ジっとできない湿地のハンター,,,ファニー,,Fri Oct 18 2024 00:00:00 GMT+0900 (日本標準時),限定,シナリオ,385,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/Ut1dzJDvNQ.png,4,,,0,琴平しらべ,0.02,,60,2,"20,25",30,0.06,0.05,0.05,,,,46537,18655,7789,4123,,,,,57303,22970,9591,5077,,,,,,,,,2400,1002,531,11999,5010,2651,13123,5480,2900,1375,574,304,1768,738,391,2258,943,499,2357,984,521,,,,7758,3239,1715,,,,こうげき+50型,ヒジュツ！かんてんぽーき！,相手単体に340%×2のダメージを与え~~高確率で被ダメージを20%増加させる(2ターン)~~さらに中確率で自身のMPが20増加する,相手単体に476%×2のダメージを与え~~高確率で被ダメージを24%増加させる(2ターン)~~さらに中確率で自身のMPが24増加する,120,Beat!!!,にんジュツ！ふうとんのジュツ！,相手単体に22%×5のダメージを与え~~高確率でからげんき、どく耐性(低)を減少させる(2ターン)~~さらに中確率でからげんき、どく状態にする(2ターン)~~※各効果はそれぞれ抽選され重複発動もする,じまんのちょんまげ,味方全体のかいひが45%増加する(1ターン),1,1回,みならい忍者,ファニー(赤)属性の味方のあせあせ耐性(高)が増加し~~攻撃命中率が10%増加する~~さらに自身の与ダメージが15%増加し~~被ダメージが10%減少する,するどい眼光？,自身の与ダメージが20%増加し~~相手全体の全状態異常耐性(低)が減少する~~さらに自身がギブアップ状態でないとき~~ファニー(赤)属性の味方のかいひが10%増加する,,,わわっビックリした！　ぼ、ぼくに気付かれずにそんなに近づく~~なんて、さてはおぬし、ニンジャだな！　え、ぼくのニンジュツを~~見たいって？　しょうがないなー、ちょっとだけだよ。~~それ！　みずぐものじゅつ！　水草の上をタタタっとね！~~ね、どうだった？　ほかにもこれ、羽しゅりけんっていうんだ。~~ぼくが考えたの！　そんじゃ次はおぬしのニンジュツみせてよ。~~うひやあすごい！　ぼくよりカッコイイでござる！,生息数が1万羽を切り、絶滅の危機に瀕しているハシビロコウ~~。動物園での繁殖は、世界でも2例しかないという難題です。~~兵庫県の神戸どうぶつ王国では、生息地であるアフリカの湿地~~を再現したエリア「ハシビロコウ生態圏Ｂｉｇ　ｂｉｌｌ（ビ~~ッグビル）」で、アジア地域初となる繁殖にチャレンジしてい~~ます。,足跡,自身の与ダメージが3%増加する,自身の与ダメージが{4%}増加する
【青い瞳の迷い猫】マヌルネコ,マヌルネコ,青い瞳の迷い猫,,,アクティブ,,Sun Oct 20 2024 00:00:00 GMT+0900 (日本標準時),限定,シナリオ,386,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/84HSnCMdbd.png,4,,,0,咲川ひなの,0.01,,10,1,"25,30","30,40",0.05,0.06,0.05,,,,46556,19740,7234,4531,54227,22996,8428,5273,57311,24304,8907,5573,,,,,,,,,2540,931,603,12696,4652,2910,13885,5088,3183,1455,533,334,1870,686,429,2390,876,548,2494,914,572,,,,8209,3009,1883,,,,たいりょく+50型,おあ～つぎは何しよう?,味方全体の与ダメージが35%増加し~~攻撃命中率が20%増加する(3ターン)~~さらに自身のMPが15増加する,味方全体の与ダメージが39%増加し~~攻撃命中率が24%増加する(3ターン)~~さらに自身のMPが19増加する,110,Action!,もふもふシッポにゴチュウイ！,相手単体に37%×3のダメージを与え~~高確率でからげんき状態にし~~さらに与ダメージを8%減少させる(2ターン),次はどこに行こう？,自身が大幅に狙われやすくなり~~被ダメージが50%減少する(1ターン),1,2回,かくれんぼしよ？,アクティブ(黄緑)属性の味方のくたくた耐性(高)が増加し~~与ダメージが15%増加する~~さらに自身のひやひや耐性(高)が増加し~~かいひが10%増加する,未知に煌めく青い瞳,味方全体の攻撃命中率が15%増加する~~さらに自身を除<アクティブ(黄緑)属性の味方の与ダメージが10%増加し~~被ダメージが10%減少する~~また、フレンズ戦かつ自身がギブアップ状態でないとき~~相手全体の与ダメージを10%減少させる,,,おお～う。今日はどこに行こうかなぁ。~~岩山でかくれんぼするなら山の方かなぁ。~~追いかけっこするなら草原かなぁ。~~新しいお友達を作るのに知らない場所に行くのもいいかなぁ。~~ワタシ、やりたいこといっぱいだぁ～。いっつも迷うんだなあ～。~~…ぉあ？ぉあ一！おやつのジャパまん忘れたー！~~取りに帰ろうかなぁ。がまんするかなぁ。やっぱり迷うなあぁ～～,病原菌の少ない高地を生息地とするマヌルネコは感染症にかか~~りやすいため、生まれてから注意深く飼育する必要があります~~。兵庫県の神戸どうぶつ王国は、２０２４年４月に生まれた五~~つ子のうち４頭を順調に育て、神戸どうぶつ王国初の繁殖に成~~功しました。２０２２年の初産でわが子の死を経験したアズの~~子供たちです。,足跡,自身の被ダメージが3%減少する,自身の被ダメージが{4%}減少する
ドルドン,ドルドン,,,,リラックス,,Thu Oct 31 2024 00:00:00 GMT+0900 (日本標準時),限定,シナリオ,387,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/5M8IZ0mUw0.png,4,,,0,天音ゆかり,0.01,,60,2,"20,20",30,0.06,0.05,0.05,,,,46175,18726,7636,4143,53782,21816,8895,4822,,,,,,,,,,,,,2409,982,551,12045,4910,2661,,,,1380,563,305,1774,724,393,2267,924,501,2366,965,523,,,,7787,3176,1722,,,,こうげき+50型,混沌の海より光さすもの,相手単体に100%×5のダメージを与え~~自身の与ダメージが20%増加する(3ターン)~~さらに対象の属性がファニー(赤)の場合~~高確率で攻撃命中率を15%減少させる(2ターン),相手単体に140%×5のダメージを与え~~自身の与ダメージが24%増加する(3ターン)~~さらに対象の属性がファニー(赤)の場合~~高確率で攻撃命中率を19%減少させる(2ターン),110,Beat!!!,全てを呑み込みしテチス,相手単体に22%×5のダメージを与え~~中確率で与ダメージを7%減少させる(2ターン)~~さらに対象の属性がファニー(赤)の場合~~高確率でぼんやりうっかり状態にする(1ターン),境界を越えて,リラックス(青)属性の味方の与ダメージが10%増加する(2ターン)~~さらに自身の被ダメージが15%減少し(2ターン)~~MPが20増加する,1,1回,その歯は槍のごとく,リラックス(青)属性の味方のすやすや耐性(高)が増加し~~自身の与ダメージが10%増加する~~さらに地形がみずべの場合~~味方全体の与ダメージが10%増加し、被ダメージが10%減少する,軍神の加護,ギブアップ中ではない味方が5人の場合~~毎ターンリラックス(青)属性の味方のMPが3増加する~~さらに自身のたいりょくが50%以下のとき~~自身の与ダメージが23%増加する,,,まあ、あなたもクジラなの？　あなたも？　うれしい！~~こーんなに仲間が増えたんだ。~~あなたは速く泳げるの？　あなたは深く潜れる？~~みんな私にできないこと、できるんだー。~~そっか、命って変わっていくんだ。私、うれしいよ！~~まあ、シーラカンスじゃない！　あなたはぜんぜん~~変わっていないね。それはそれでうれしいよ！,約４０００万年前（始新世後期）に生息していたクジラの祖先~~と言われている種です。学名にもなっている「槍のような歯」~~を持ち、この鋭い歯で魚やイカなどを捕食していました。砂漠~~であるエジプトのファイユーム県の地層からはドルドンの他に~~も多くの古鯨類の化石が発見され、“クジラの谷”と呼ばれて~~います。,青,自身のたいりょくが50%以上のとき~~リラックス(青)属性の味方の与ダメージが2%増加する,自身のたいりょくが50%以上のとき~~リラックス(青)属性の味方の与ダメージが{3%}増加する
モウコノウマ,モウコノウマ,,,,フレンドリー,,Thu Nov 07 2024 00:00:00 GMT+0900 (日本標準時),限定,測定,388,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/hpNnc2z4kj.png,4,,,0,結名美月,0.02,,50,1,"15,25","21,30",0.05,0.06,0.05,,,,46188,18900,7620,4104,53795,22018,8876,4776,56854,23271,9381,5047,,,,,,,,,2432,980,546,12156,4899,2635,13295,5358,2882,1393,562,302,1791,722,389,2288,923,497,2388,963,518,,,,7860,3170,1706,,,,こうげき+50型,チカラ仕事はお任せください～,相手単体に510%のダメージを与え~~高確率で与ダメージを16%減少させ~~被ダメージを16%増加させる(3ターン)~~さらに対象の属性がリラックス(青)の場合~~高確率でくらくら状態にする(1ターン),相手単体に714%のダメージを与え~~高確率で与ダメージを20%減少させ~~被ダメージを20%増加させる(3ターン)~~さらに対象の属性がリラックス(青)の場合~~高確率でくらくら状態にする(1ターン),110,Action!,ジャマする子はこうです,相手単体に105%のダメージを与え~~高確率で被ダメージを9%増加させる(2ターン)~~さらに対象の属性がリラックス(青)の場合~~中確率でくらくら状態にする(1ターン),豪脚に力を込めて,味方全体のしょんぼりきぶん状態を解除する~~さらに自身の与ダメージが20%増加する(2ターン),1,1回,ぽやぽやマイペースに,フレンドリー(緑)属性の味方のくらくら、しょんぼりきぶん耐性(中)が増加する~~さらに自身の与ダメージが15%増加し~~かいひが5%増加する,魂を込めてお助けします,自身の与ダメージが10%増加し~~被ダメージが10%減少する~~さらに自身のたいりょくが50%以上のとき~~フレンドリー(緑)属性の味方の与ダメージが10%増加する,,,はい～。モウコノウマですよぉ。~~走るのは速くないんですけど、カ仕事は得意なんです～。~~きっとみなさんの助けになると思います～。~~いざというときは、タヒの名にかけて、~~魂を込めてお助けします～,野生のものは一度絶滅したとみられていますが、繁殖によって~~再野生化が試みられています。がっしりした体型で、原産地の~~モンゴルでは、魂を意味するタヒまたはタキと呼ばれています~~。,足跡,,フレンドリー(緑)属性の味方の与ダメージが2%増加する
メガテリウム,メガテリウム,,,,マイペース,,Thu Nov 21 2024 00:00:00 GMT+0900 (日本標準時),限定,s3-5章前半,389,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/krEQ0njldq.png,4,,,0,荒川美穂,0.02,,20,2,"20,25",30,0.05,0.06,0.05,,,,46212,20068,6861,4787,,,,,56827,24709,8447,5859,,,,,,,,,2582,883,735,12908,4411,3060,14117,4825,3347,1479,506,351,1901,650,451,2430,831,576,2535,867,601,,,,8345,2854,1979,,,,まもり+50型,私と追いかけっこ、しましょ,相手単体に550%のダメージを与え~~攻撃命中率を20%減少させる(2ターン)~~さらに自身が大幅に狙われやすくなり~~被ダメージが26%減少する(2ターン),相手単体に770%のダメージを与え~~攻撃命中率を24%減少させる(2ターン)~~さらに自身が大幅に狙われやすくなり~~被ダメージが30%減少する(2ターン),110,Action!,ぺたんとおもいっきり,相手単体に22%×5のダメージを与え~~高確率で与ダメージを7%減少させる(2ターン)~~さらに対象の属性がラブリー(桃)の場合~~中確率で毎ターン回復状態を解除する,どれがかわいいかな？,自身が狙われやすくなり、被ダメージが50%減少する(1ターン)~~さらに自身のたいりよくが15%回復する,1,2回,木陰のまどろむ夢,マイペース(水)属性の味方のどく耐性(高)が増加し~~与ダメージが10%増加する~~さらに自身のたいりょくが50%以上のとき~~自身の与ダメージが10%増加し~~毎ターン自身のMPが3増加する,あたたかなこの楽園で,自身を除くマイペース(水)属性の味方の与ダメージが10%増加する~~さらに自身の被ダメージが15%減少し~~攻撃命中率が10%増加する~~また、自身のたいりょくが50%以下になったとき~~自身のたいりょくが30%回復する(発動回数：1回),,,ヒト …？ ああ、あの時の！ ずいぶん栄えてるみたいね。~~ここはのびのびできるから、動物やフレンズにとって楽園よ。~~私は木登り全然だめだから、木陰でまったりしてるのが好き。~~寝ちゃうと『風邪ひくぞ』ってジャイアントペンギンに~~起こされるけど。こう見えて頑丈なのよ。~~ちよっと噛んでみる？,５００万年前から１万年前ぐらいまで生息していたナマケモノ~~の仲間で、体長６ｍ、体重３ｔもあったそうです。四肢には大~~きく鋭いかぎ爪があり、木の枝を引き寄せたり、土を掘ったり~~、時には攻撃にも使ったことでしょう。動きは緩慢でしたが、~~皮膚の下の細かな骨板が鎧の役目をして、体を守っていました~~。,,,
ホワイトサーバル(桃),ホワイトサーバル,さいきょーあいどる！,〇,,ラブリー,ファニー,Thu Nov 28 2024 00:00:00 GMT+0900 (日本標準時),限定,マップ,390,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/04XigxPsZS.png,4,,,2,尾崎由香,0.02,,50,2,20,"20,30",0.06,0.05,0.05,,,,46509,18821,7628,4284,54171,21926,8886,4986,57253,23173,9392,5269,,,,,,,,,2421,981,570,12105,4905,2751,13239,5365,3009,1387,562,316,1783,723,406,2279,924,518,2378,964,541,,,,7827,3173,1781,,,,こうげき+50型,ぜったいあいどるびーむ！,相手単体に125%×5のダメージを与え~~被ダメージを20%増加させる(2ターン)~~さらに味方全体がルンルンきぶん状態になり(2ターン)~~自身のMPが20増加する,相手単体に175%×5のダメージを与え~~被ダメージを24%増加させる(2ターン)~~さらに味方全体がルンルンきぶん状態になり(2ターン)~~自身のMPが24増加する,140,Beat!!!,うえからきーっく！,相手単体に110%のダメージを与える~~対象がアクティブ(黄緑)、フレンドリー(緑)属性の場合~~高確率でからげんき、ズキンズキン状態にする(2ターン)~~※各状態異常付与はそれぞれ抽選され重複発動もする,せいしんとういつ …！,ラブリー(桃)、ファニー(赤)属性の味方のたいりょくが15%回復する~~さらに自身の与ダメージ減少状態を解除し~~与ダメージが15%増加する(2ターン),1,1回,きんとれのせいか,ラブリー(桃)、ファニー(赤)属性の味方のからげんき、あせあせ耐性(高)が増加する~~さらに自身がギブアップ状態でないとき~~自身を除くラブリー(桃)、ファニー(赤)属性の味方の与ダメージが10%増加し~~被ダメージが10%減少する~~また、ギブアップ中ではない味方が3人以上のとき~~自身の与ダメージが20%増加しかいひが10%増加する,ゆめみるひとみ,自身がギブアップ状態でないとき~~自身を除くラブリー(桃)、ファニー(赤)属性の味方の攻撃命中率が10%増加し~~毎ターンたいりょくが2%回復する~~さらにギブアップ中ではない味方が3人以上のとき~~自身の与ダメージが30%増加し~~毎ターンMPが2増加する,,,,,足跡,「Try!!」の与ダメージが5%増加し~~毎ターンMPが1増加する,{「Beat!!!」と}「Try!!」の与ダメージが5%増加し~~毎ターンMPが{2}増加する
黒龍,黒龍,,,,ファニー,ラブリー,Thu Dec 05 2024 00:00:00 GMT+0900 (日本標準時),限定,マップ,391,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/FYAaPrHXHN.png,4,,,1,瀬戸麻沙美,0.01,,10,1,"25,25,30",30,0.05,0.06,0.05,,,,50121,23322,7369,4678,58375,27168,8584,5444,61698,28714,9072,5755,,,,,,,,,3000,948,622,15000,4739,3004,16405,5183,3286,1719,543,345,2210,698,443,2823,892,566,2946,931,591,,,,9698,3064,1945,,,,こうげき・まもり増加型,無病息災・冬の診療,味方全体の与ダメージが40%増加し~~被ダメージが20%減少する(3ターン)~~加えて味方全体のHPが20%回復し、MPが30増加し~~全ての状態異常を解除する~~さらにファニー(赤)、ラブリー(桃)属性の与ダメージが20%増加し~~攻撃命中率が50%増加する(3ターン),味方全体の与ダメージが44%増加し~~被ダメージが24%減少する(3ターン)~~加えて味方全体のHPが24%回復し、MPが34増加し~~全ての状態異常を解除する~~さらにファニー(赤)、ラブリー(桃)属性の与ダメージが24%増加し~~攻撃命中率が54%増加する(3ターン),200,Action!,特別緊急治療,相手単体に120%のダメージを与え~~高確率で被ダメージ減少状態とかいひ増加状態を解除する~~※各効果はそれぞれ抽選され重複発動もする,清浄に漂う玉水,味方全体のたいりょくが20%回復する~~さらに自身を除く味方全体の与ダメージが10%増加し(3ターン)~~自身のかいひが20%増加する(2ターン),1,1回,水を司る守護者,自身の被ダメージが15%減少し~~状態異常にならない~~さらにファニー(赤)属性の味方の~~しょんぼりきぶん、すやすや耐性(高)が増加する,五龍神の黒龍,バトル開始時に自身のMPが30増加する~~さらに自身がギブアップ状態でないとき~~毎ターン自身を除く味方全体のたいりょくが5%回復する,,,ハゥ…どうしたの…具合が悪いの？… そう~~…ちょっとあ～んして…ふんふん、ヤバっ~~…そんなに心配そうな顔しないで。~~アタシを誰だと思ってるわけ …？ 守護龍よ…そう、黒担当。~~なんなら世界だって治してあげるし…恋の病だって…待って、~~恋はムリかも…ねえちょっと、心配そうな顔しないでって~~いってるでしょう？,水を司り冬を象徴する北方の守護神が、黒龍です。生命に欠か~~せない水を扱うことから、健康長寿や無病など心身を守護して~~くれます。また、家内安全や夫婦円満などのご利益もあります~~。五龍神にはほかに、青龍、赤龍、白龍と、土を司り中央を守~~護する黄龍（麒麟）がいます。,足跡,被ダメージが2%減少する,被ダメージが{4%}減少する
エナガ,エナガ,,,,フレンドリー,,Thu Dec 19 2024 00:00:00 GMT+0900 (日本標準時),限定,測定,392,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/_jJ0mMpesS.png,4,,,0,庄子真央,0.01,,10,1,"15,20","30,40",0.05,0.05,0.06,,,,46178,19799,6764,5023,53727,23065,7881,5816,56787,24378,8330,6147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,たいりょく+50型,ふわふわ♪　ふれふれ♪,味方全体の与ダメージが21%増加する(2ターン)~~さらにフレンドリー(緑)属性の味方の与ダメージが17%増加し(3ターン)~~たいりょくが16%回復する,味方全体の与ダメージが24%増加する(2ターン)~~さらにフレンドリー(緑)属性の味方の与ダメージが21%増加し(3ターン)~~たいりょくが20%回復する,110,Try!!,ぼいぽいっと♪,相手単体に55%×2のダメージを与え~~中確率で自身のかいひが5%増加する(2ターン),ぶるぶるおていれ,フレンドリー(緑)属性の味方がはねかえしむし状態になる(2ターン)~~さらに自身のたいりょくが15%回復する,1,2回,ぴこぴこ尾羽,自身を除く味方全体の被ダメージが10%減少する~~さらにフレンドリー(緑)属性の味方の攻撃命中率が15%増加し~~ぼんやりうっかり耐性(高)が増加する,ならんでおしくらまんじゅう,自身のかいひが15%増加する~~さらにギブアップ中ではない味方が5人の場合~~自身を除くフレンドリー(緑)属性の味方の与ダメージが20%増加し~~毎ターン自身のMPが3増加する,,,こんにちは！ エナガです！~~わたしは体が小さいから、助け合いながら暮らしてます。~~ヤブツカツクリはライバルだっていってるけど、頼りになるし~~優しいし、時々手伝ってくれたりするんですよ。~~今度アリツカグラに査定勝負をお願いしようって、~~話してるの！,首が短く、綿のように丸い姿が愛らしいトリです。約８ｇと体~~重が軽く、尾羽が長いのが特徴です。繁殖期には苔やクモの糸~~を使った球状の巣を作りますが、内部に羽毛を敷き詰めるとい~~う凝りようです。,足跡,,自身を除くフレンドリー(緑)属性の味方の与ダメージが~~4%増加する
タイパン,タイパン,,,,アクティブ,,Thu Dec 26 2024 00:00:00 GMT+0900 (日本標準時),限定,シナリオ,393,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/18kyr1MmIl.png,4,,,2,富沢恵莉,0.01,,60,1,"10,25","30,30",0.05,0.05,0.06,,,,46172,18587,7628,4209,53787,21653,8886,4903,56850,22885,9392,5183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,こうげき+50型,しゅばっとひと噛み、です,相手単体に480%のダメージを与え~~高確率でどく状態にする(3ターン)~~対象の属性がマイペース(水)の場合~~高確率で被ダメージを13%増加させる(3ターン),相手単体に672%のダメージを与え~~高確率でどく状態にする(3ターン)~~対象の属性がマイペース(水)の場合~~高確率で被ダメージを17%増加させる(3ターン),100,Try!!,ここでぺちーん,相手単体に110%のダメージを与え~~中確率でどく状態にする(3ターン),ゆらりのんびり,相手全体のどく耐性(低)を減少させる(2ターン)~~さらに自身のMPが15増加し~~攻撃命中率が15%増加する(2ターン),1,2回,ちょっぴり毒舌？,自身の与ダメージが15%増加する~~さらに自身が状態異常でないとき~~マイペース(水)属性の相手のたいりょく回復量を20%減少させる,実はかわいい系なんです,アクティブ(黄緑)属性の味方のズキンズキン耐性(高)が増加する~~さらに自身のたいりょくが30%以上のとき~~自身のどく状態の相手に与えるダメージが35%増加する,,,毒のあるヘビさんにはこわもての子もいますけど、~~わたしはそっち系じゃないっていうか…~~かわい…わかりますよね？~~あ、いい子なんですよ、短気だったり不器用なだけ。~~そんなことより、お空を見てください。きれいな虹ですよ。~~何かいいことが起こりそう……ひと噛みしてもいいですか？,全長が平均で２ｍ、最大で３ｍにもなるコブラの仲間で、強力な~~毒の持ち主です。素早い攻撃で獲物に噛みつくと毒を注入し、弱~~ったところで捕食します。ひと噛みで注入される毒の量は成人男~~性の致死量の１０倍以上とも言われ、噛まれた場合に治量をしな~~いとほぼ死に至ります。,足跡,,自身のどく状態の相手に与えるダメージが4%増加し~~どく状態の相手から受けるダメージが4%減少する
ビャクダ,ビャクダ,,,,フレンドリー,,Wed Jan 01 2025 00:00:00 GMT+0900 (日本標準時),限定,シナリオ,394,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/mDu2trolvo.png,4,,,2,未柄里恵,0.02,,60,2,"15,20",30,0.06,0.05,0.05,,,,46471,18751,7582,4362,54136,21844,8832,5082,57219,23087,9335,5372,,,,,,,,,2412,975,561,12060,4875,2805,13190,5332,3068,1382,559,322,1777,719,414,2270,918,528,2369,958,551,,,,7798,3154,1815,,,,こうげき+50型,ふふっ、み~つけた…♡,相手単体に610%のダメージを与え~~高確率でMPを26減少させる~~さらに自身のMPが26増加する,相手単体に854%のダメージを与え~~高確率でMPを30減少させる~~さらに自身のMPが30増加する,130,Beat!!!,これがわたくしからの愛です！,相手単体に110%のダメージを与え~~中確率でくたくた状態にする(2ターン)~~さらに対象がリラックス(青)属性の場合~~高確率で攻撃命中率を15%減少させる(2ターン),常に身なりは美しく,相手全体のルンルンきぶん状態を解除する~~さらに自身の与ダメージが15%増加する(2ターン),1,1回,縁を結ぶ赤い糸,自身の与ダメージが10%増加する~~さらにギブアップ中ではない味方が3人以上の場合~~フレンドリー属性(緑)属性の味方の与ダメージが10%増加し~~毎ターン自身のMPが2増加する,幸せ呼ぶ白き姿,セルリアン戦のとき、自身の与ダメージが25%増加し~~バトル開始時に自身のMPが20増加する~~フレンズ戦かつ自身がギブアップ状態でないとき~~味方全体の全体攻撃による被ダメージが20%減少し~~相手全体の与ダメージが10%減少する,,,わたくしを見つめるその瞳に…引き込まれてしまいますの。~~あなた様とは深い縁を感じますわ。優しくしてくださいね。~~この世の果てまでお供いたします。だって …… わたくし、~~お慕い申しておりますから！　なにがあっても離れませんわ！~~だって、絡みつくのは得意ですから！,白蛇はアルビノのアオダイショウである場合が多いですが、珍~~しいため古くから緑起のいい動物や神の使いとして崇められて~~いました。北海道鹿追町、東京都の蛇窪神社、石川県の金澤神~~社、奈良県天理市など各地で伝承が残っており、山口県岩国市~~の白蛇は「岩国のシロへビ」として天然記念物に指定されてい~~ます。,足跡,自身の被ダメージが3%減少する,自身の被ダメージが{5%}減少する
山本五郎左衛門,山本五郎左衛門,,,,マイペース,リラックス,Fri Jan 10 2025 00:00:00 GMT+0900 (日本標準時),限定,測定,395,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/0TILmOudCs.png,4,,,0,渕崎ゆり子,0.01,,70,2,"25,25",20,0.06,0.05,0.05,,,,46577,18658,7992,3837,,,,,57346,22972,9840,4724,,,,,,,,,2400,1028,494,12000,5139,2466,13124,5621,2697,1375,589,283,1768,757,364,2259,968,465,2357,1010,485,,,,7759,3324,1597,,,,こうげき+50型,おそろし、たのし、百鬼夜行,相手単体に600%のダメージを与え~~対象の属性がラブリー(桃)、ファニー(赤)の場合~~追加で100%のダメージを与える~~さらに自身がルンルンきぶん状態になり(2ターン)~~MPが10増加する,相手単体に840%のダメージを与え~~対象の属性がラブリー(桃)、ファニー(赤)の場合~~追加で140%のダメージを与える~~さらに自身がルンルンきぶん状態になり(2ターン)~~MPが14増加する,130,Beat!!!,魔王呼びし木槌,相手単体に55%×2のダメージを与え~~高確率で与ダメージを5%減少させる(2ターン)~~さらに対象の属性がラブリー(桃)、ファニー(赤)の場合~~中確率でかいひを5%減少させる(1ターン),次なる怪異は…,自身の与ダメージが25%増加し~~攻撃命中率が15%増加する(3ターン)~~さらに自身のたいりょくが20%回復し、MPが20増加する,1,1回,毛むくじゃらの姿,自身を除くマイペース(水)属性の味方のすやすや耐性(高)が増加する~~さらに自身のたいりょくが50%以上のとき~~自身の与ダメージが15%増加し~~被ダメージが10%減少する,物怪どもの王,自身の全状態異常耐性(高)が増加し~~強敵への与ダメージが30%増加する~~さらに自身がギブアップ状態でないとき~~相手全体の与ダメージが5%減少し、かいひが5%減少し~~被ダメージが5%増加する,,,相変わらずおもしろそうな輩がゴロゴロしとるな。~~脅かし甲斐がありそうだわい。ヌエ公はまだ遊んでるのか？~~キッシッシッシッシ、せっかくだから我もふれんずとやらに~~化けるとするか。とるに足らんものどもであれば、~~ついでにこの島の王にもなってやろう。~~魔王の力に震えるがよいぞ！,江戸時代中期の三次（広島県）を舞台にした『稲生物怪録』に~~登場する妖怪です。主人公の稲生平太郎は一か月にわたり様々~~な怪異に襲われますが、これに耐えます。そして最後、平太郎~~の目の前に現れたのが、怪異を起こした張本人であり多くの妖~~怪を従え魔王として君臨する山本五郎左衛門です。,足跡,,自身の与ダメージが3%増加する~~さらにギブアップ中ではない味方が1人の場合~~自身の与ダメージが5%増加する
